USAF,WBAN,STATION NAME,CTRY,STATE,ICAO,LAT,LON,ELEV(M),BEGIN,END
720597,00190,LAURENS COUNTY AIRPORT,US,SC,KLUX,+34.500,-081.950,+0212.1,20090105,20240405
720598,00191,BERKELEY COUNTY AIRPORT,US,SC,KMKS,+33.183,-080.033,+0022.3,20090105,20240405
720599,00192,CHESTER CATAWBA REGIONAL AIRPORT,US,SC,KDCM,+34.783,-081.200,+0200.3,20090105,20240405
720601,00193,AIKEN MUNICIPAL AIRPORT,US,SC,KAIK,+33.650,-081.683,+0161.2,20090105,20240405
720602,00194,BARNWELL REGIONAL AIRPORT,US,SC,KBNL,+33.250,-081.383,+0075.3,20090105,20240405
720603,00195,WOODWARD FIELD AIRPORT,US,SC,KCDN,+34.283,-080.567,+0092.1,20090105,20240405
720604,00196,WILLIAMSBURG REGIONAL AIRPORT,US,SC,KCKI,+33.717,-079.850,+0020.1,20090105,20240405
720605,00197,CHERAW MUNICIPAL LYNCH BELLINGER FIELD,US,SC,KCQW,+34.717,-079.950,+0073.2,20090105,20240405
720606,00198,CHARLESTON EXECUTIVE AIRPORT,US,SC,KJZI,+32.701,-080.003,+0005.2,20130101,20240405
720607,00199,LANCASTER COUNTY MC WHIRTER FIELD AIRPORT,US,SC,KLKR,+34.717,-080.850,+0148.1,20090105,20240405
720608,00200,MARION COUNTY AIRPORT,US,SC,KMAO,+34.181,-079.335,+0028.0,20090105,20240405
720609,00201,LOWCOUNTRY REGIONAL AIRPORT,US,SC,KRBW,+32.917,-080.633,+0031.1,20130101,20240405
720611,00202,SUMTER AIRPORT,US,SC,KSMS,+34.000,-080.367,+0055.2,20090105,20240405
720612,00203,BEAUFORT COUNTY AIRPORT,US,SC,KARW,+32.412,-080.634,+0038.1,20090120,20240405
720613,00204,CONWAY HORRY COUNTY AIRPORT,US,SC,KHYW,+33.828,-079.122,+0010.1,20090510,20240405
720614,00205,LINCOLN REGIONAL AIRPORT KARL HARDER FIELD,US,CA,KLHM,+38.909,-121.351,+0037.2,20090510,20240405
720615,00206,COLUMBIA AIRPORT,US,CA,KO22,+38.033,-120.417,+0646.2,20090120,20240405
720616,00207,BRANSON AIRPORT,US,MO,KBBG,+36.533,-093.200,+0397.2,20090201,20240405
720617,00208,HOUSTON EXECUTIVE AIRPORT,US,TX,KTME,+29.800,-095.900,+0051.2,20090204,20240405
720619,99999,FRANCIS E WARREN AFB HELIPORT,US,WY,KFEW,+41.133,-104.867,+1877.6,20090423,20240404
720625,00212,BLACKWELL TONKAWA MUNICIPAL AIRPORT,US,OK,KBKN,+36.750,-097.350,+0314.3,20090312,20240405
720626,00213,PAMPA MESA VISTA AIRPORT,US,TX,KBPC,+35.883,-101.033,+0845.2,20090326,20240405
720627,00214,STIGLER REGIONAL AIRPORT,US,OK,KGZL,+35.283,-095.100,+0183.2,20090312,20240405
720628,00215,CLARENCE E PAGE MUNICIPAL AIRPORT,US,OK,KRCE,+35.483,-097.817,+0413.0,20090326,20240405
720629,00216,JACK BARSTOW AIRPORT,US,MI,KIKW,+43.663,-084.261,+0194.2,20090406,20240406
720631,00217,MARLBORO COUNTY JETPORT H E AVENT FIELD,US,SC,KBBP,+34.617,-079.733,+0045.1,20090420,20240405
720632,00218,SUMMERVILLE AIRPORT,US,SC,KDYB,+33.063,-080.279,+0017.1,20090404,20240405
720633,00219,HARTSVILLE REGIONAL AIRPORT,US,SC,KHVS,+34.400,-080.117,+0111.3,20090403,20240405
720634,00220,FAIRFIELD COUNTY AIRPORT,US,SC,KFDW,+34.315,-081.109,+0176.2,20090421,20240405
720635,00221,H A CLARK MEMORIAL FIELD AIRPORT,US,AZ,KCMR,+35.300,-112.200,+2035.2,20090508,20240404
720636,00222,CLINTON MEMORIAL AIRPORT,US,MO,KGLY,+38.350,-093.683,+0251.2,20090511,20240405
720637,00223,HOUSTON SOUTHWEST AIRPORT,US,TX,KAXH,+29.500,-095.477,+0021.0,20090601,20240406
720638,00224,BEND MUNICIPAL AIRPORT,US,OR,KBDN,+44.095,-121.200,+1055.2,20090524,20240405
720639,00225,HORSESHOE BAY RESORT AIRPORT,US,TX,KDZB,+30.533,-098.367,+0333.2,20090605,20240405
720641,99999,SCHRIEVER AFB,US,CO,KSHM,+38.800,-104.517,+1899.5,20121018,20240404
720642,99999,CHEYENNE MTN AS,US,CO,KCWN,+38.750,-104.850,+2114.0,20121120,20240404
720643,54940,FOREST CITY MUNICIPAL AIRPORT,US,IA,KFXY,+43.235,-093.624,+0374.6,20090714,20240405
720644,00226,BUCKEYE MUNICIPAL AIRPORT,US,AZ,KBXK,+33.417,-112.683,+0311.2,20130101,20240405
720645,00227,PLACERVILLE AIRPORT,US,CA,KPVF,+38.717,-120.750,+0787.3,20090711,20240405
720646,00228,HALF MOON BAY AIRPORT,US,CA,KHAF,+37.513,-122.501,+0020.1,20090717,20240405
720647,00229,LAMPASAS AIRPORT,US,TX,KLZZ,+31.106,-098.196,+0370.0,20090719,20240404
720648,00230,AUSTIN EXECUTIVE AIRPORT,US,TX,KEDC,+30.395,-097.567,+0188.1,20090722,20240406
720649,00231,HALIFAX NORTHAMPTON REGIONAL AIRPORT,US,NC,KIXA,+36.330,-077.635,+0044.2,20090722,20240405
720651,00232,UNION COUNTY AIRPORT,US,OH,KMRT,+40.225,-083.352,+0311.2,20090721,20240405
720652,00433,BRIDGEPORT SONORA JUNCTION,US,CA,KBAN,+38.356,-119.519,+2057.1,20090827,20240405
720655,00235,CRYSTAL RIVER AIRPORT,US,FL,KCGC,+28.867,-082.567,+0003.1,20090812,20240405
720659,00239,OZONA MUNICIPAL AIRPORT,US,TX,KOZA,+30.735,-101.203,+0726.0,20091118,20240405
720665,00243,MAGNOLIA OIL PLATFORM,US,LA,KGBK,+27.200,-092.200,+0224.0,20091229,20240213
720669,00247,GUNNISON OIL PLATFORM,US,TX,KGUL,+27.300,-093.533,+0224.0,20091229,20240405
720671,00248,JESUP WAYNE COUNTY AIRPORT,US,GA,KJES,+31.554,-081.883,+0033.2,20100112,20240405
720672,00485,FLAGLER COUNTY EXECUTIVE AIRPORT,US,FL,KFIN,+29.467,-081.206,+0010.1,20091103,20240405
720674,00249,WEST GEORGIA REGIONAL AIRPORT O V GRAY FIELD,US,GA,KCTJ,+33.633,-085.150,+0354.2,20100129,20240405
720699,03724,CARROLL CO RGNL/JJACK B POAGE FIELD AIRPORT,US,MD,KDMW,+39.608,-077.008,+0240.5,20110101,20240405
720701,54942,OSCEOLA MUNICIPAL AIRPORT,US,IA,KI75,+41.052,-093.689,+0339.9,20100304,20240405
720712,00250,HENRY TIFT MYERS AIRPORT,US,GA,KTMA,+31.429,-083.489,+0108.2,20100804,20240405
720713,00251,DARKE COUNTY AIRPORT,US,OH,KVES,+40.204,-084.532,+0307.2,20100308,20240405
720714,00252,PAULDING NORTHWEST ATLANTA AIRPORT,US,GA,KPUJ,+33.912,-084.941,+0393.2,20100425,20240405
720717,00442,WEST DELTA 27A,US,MS,KDLP,+29.117,-089.550,+0036.3,20100503,20240211
720724,99999,BELEN RGNL ARPT,US,NM,KBRG,+34.646,-106.836,+1584.8,20100503,20240404
720729,00435,BRAZOS 451 OILP,US,TX,KBQX,+28.500,-095.716,+0034.1,20100518,20240222
720734,00264,NAMPA MUNICIPAL AIRPORT,US,ID,KMAN,+43.581,-116.523,+0773.3,20100514,20240406
720735,73805,NORTHWEST FLORIDA BEACHES INTL ARPT,US,FL,KECP,+30.349,-085.788,+0017.1,20110301,20240405
720736,00265,FULTON COUNTY AIRPORT,US,IN,KRCR,+41.066,-086.182,+0241.1,20100607,20240405
720737,00266,CARRINGTON MUNICIPAL AIRPORT,US,ND,K46D,+47.451,-099.151,+0490.1,20100610,20240405
720738,00267,THOMASVILLE REGIONAL AIRPORT,US,GA,KTVI,+30.902,-083.881,+0080.2,20100610,20240405
720739,00268,MINDEN AIRPORT,US,LA,KMNE,+32.646,-093.298,+0085.0,20110501,20240405
720741,00269,BOULDER MUNICIPAL AIRPORT,US,NV,KBVU,+35.947,-114.861,+0671.2,20100624,20240405
720742,00270,FAITH RANCH AIRPORT,US,TX,KFTN,+28.209,-100.019,+0236.2,20100630,20240405
720744,00271,PICKENS COUNTY AIRPORT,US,SC,KLQK,+34.817,-082.700,+0309.1,20100721,20240405
720745,00272,BOOMVANG SPUR OIL PLATFORM,US,,KVAF,+27.350,-094.633,+0101.2,20100727,20240405
720747,99999,ELK MOUNTAIN,US,WY,KEHY,+41.733,-106.467,+2225.0,20100914,20240404
720749,24255,WHIDBEY ISLAND NAS,US,WA,KNUW,+48.350,-122.667,+0014.3,20050101,20240405
720768,00274,LEE COUNTY AIRPORT,US,VA,K0VG,+36.654,-083.218,+0430.1,20100921,20240405
720769,00275,GEORGE M BRYAN AIRPORT,US,MS,KSTF,+33.433,-088.849,+0101.2,20130101,20240405
720771,00276,COLEMAN MUNICIPAL AIRPORT,US,TX,KCOM,+31.841,-099.404,+0517.3,20100930,20240405
720776,99999,HESLER NOBLE FLD,US,MS,KLUL,+31.673,-089.172,+0072.5,20121118,20240404
720779,00461,MEXIA LIMESTONE COUNTY AIRPORT,US,TX,KLXY,+31.641,-096.514,+0166.1,20130829,20240405
720787,00278,JOHN BELL WILLIAMS AIRPORT,US,MS,KJVW,+32.304,-090.411,+0075.3,20110402,20240405
720839,00279,RENO STEAD AIRPORT,US,NV,KRTS,+39.667,-119.876,+1540.2,20110921,20240405
720852,00280,MEADOW LAKE AIRPORT,US,CO,KFLY,+38.946,-104.570,+2095.2,20101201,20240405
720853,00281,ROLLA MUNICIPAL AIRPORT,US,ND,K06D,+48.884,-099.621,+0555.0,20101118,20240405
720854,00282,BEACH AIRPORT,US,ND,K20U,+46.925,-103.982,+0840.0,20101118,20240405
720855,00283,CAVALIER MUNICIPAL AIRPORT,US,ND,K2C8,+48.784,-097.632,+0272.2,20101118,20240406
720856,00284,SCOTTSBORO MUNICIPAL AIRPORT WORD FIELD,US,AL,K4A6,+34.689,-086.006,+0198.1,20101130,20240405
720858,00285,CANDO MUNICIPAL AIRPORT,US,ND,K9D7,+48.480,-099.236,+0450.2,20101118,20240406
720859,00286,BLACK RIVER FALLS AREA AIRPORT,US,WI,KBCK,+44.251,-090.855,+0255.1,20101118,20240406
720861,00287,CROSBY MUNICIPAL AIRPORT,US,ND,KD50,+48.929,-103.297,+0594.1,20101118,20240405
720863,00289,TIOGA MUNICIPAL AIRPORT,US,ND,KD60,+48.381,-102.898,+0691.0,20101118,20240405
720864,00290,TARBORO EDGECOMBE AIRPORT,US,NC,KETC,+35.937,-077.547,+0016.2,20101122,20240405
720865,00291,HUTSON FIELD AIRPORT,US,ND,KGAF,+48.405,-097.371,+0251.2,20101118,20240405
720866,00292,MERCER COUNTY REGIONAL AIRPORT,US,ND,KHZE,+47.290,-101.581,+0553.2,20101118,20240405
720867,00293,RUGBY MUNICIPAL AIRPORT,US,ND,KRUG,+48.390,-100.024,+0472.1,20101210,20240405
720868,00294,WATFORD CITY MUNICIPAL AIRPORT,US,ND,KS25,+47.796,-103.254,+0643.1,20101210,20240405
720869,00295,JESSE VIERTEL MEMORIAL AIRPORT,US,MO,KVER,+38.947,-092.683,+0218.2,20101203,20240405
720871,00296,MANDAN MUNICIPAL AIRPORT,US,ND,KY19,+46.768,-100.894,+0593.1,20101118,20240405
720887,00297,MANITOWISH WATERS AIRPORT,US,WI,KD25,+46.117,-089.883,+0491.0,20111215,20240405
720895,99999,GLEN ULLIN REGIONAL,US,ND,KD57,+46.813,-101.860,+0636.7,20131016,20240404
720902,00298,DUPONT LAPEER AIRPORT,US,MI,KD95,+43.067,-083.267,+0254.2,20130101,20240406
720903,00441,DAVIESS COUNTY AIRPORT,US,IN,KDCY,+38.700,-087.130,+0143.3,20130826,20240405
720904,00299,DELAND MUNICIPAL AIRPORT SIDNEY H TAYLOR FIELD,US,FL,KDED,+29.067,-081.283,+0024.1,20120209,20240405
720909,00300,STANLEY MUNICIPAL AIRPORT,US,ND,K08D,+48.301,-102.406,+0684.3,20101207,20240405
720911,00301,BARNES COUNTY MUNICIPAL AIRPORT,US,ND,KBAC,+46.942,-098.018,+0427.0,20101215,20240405
720912,00302,VIOSCA KNOLL 768 OIL PLATFORM,US,AL,KVOA,+29.233,-087.783,+0053.0,20110112,20240405
720913,00303,SALSA,US,LA,KGHB,+27.833,-091.983,+0030.2,20110113,20240405
720916,00453,GREEN CANYON 338,US,LA,KGRY,+27.630,-090.450,+0058.2,20110113,20240405
720923,00310,BOUNDARY COUNTY AIRPORT,US,ID,K65S,+48.726,-116.295,+0711.1,20110118,20240405
720924,00311,ROSCOE TURNER AIRPORT,US,MS,KCRX,+34.915,-088.604,+0130.2,20110125,20240405
720925,00312,ATLANTIS OIL PLATFORM,US,LA,KATP,+27.200,-090.033,+0050.3,20110310,20240405
720926,00313,BEAUMONT MUNICIPAL AIRPORT,US,TX,KBMT,+30.071,-094.216,+0010.1,20110310,20240405
720927,00314,FLETCHER FIELD AIRPORT,US,MS,KCKM,+34.300,-090.512,+0053.0,20110311,20240405
720928,00315,DELAWARE MUNICIPAL JIM MOORE FIELD AIRPORT,US,OH,KDLZ,+40.280,-083.115,+0288.0,20110315,20240406
720929,00316,CUMERLAND MUNICIPAL AIRPORT,US,WI,KUBE,+45.506,-091.981,+0378.3,20110309,20240405
720932,00317,BROOKHAVEN LINCOLN COUNTY AIRPORT,US,MS,K1R7,+31.606,-090.409,+0149.1,20110402,20240405
720933,00318,LINTON MUNICIPAL AIRPORT,US,ND,K7L2,+46.218,-100.245,+0542.2,20110513,20240405
720942,00323,WAHOO MUNICIPAL AIRPORT,US,NE,KAHQ,+41.233,-096.600,+0373.1,20110517,20240405
720943,00431,HARRISON COUNTY AIRPORT,US,TX,KASL,+32.521,-094.308,+0108.8,20110518,20240405
720944,00324,BELLEFONTAINE REGIONAL AIRPORT,US,OH,KEDJ,+40.367,-083.817,+0342.3,20110512,20240406
720946,00326,FERNANDINA BEACH MUNICIPAL AIRPORT,US,FL,KFHB,+30.617,-081.467,+0005.2,20110512,20240405
720948,00328,JIMMY CARTER REGIONAL AIRPORT,US,GA,KACJ,+32.110,-084.189,+0142.7,20110711,20240405
720949,00329,CAMDENTON MEMORIAL AIRPORT,US,MO,KH21,+37.974,-092.691,+0324.0,20110630,20240404
720951,00330,EAST GEORGIA REGIONAL AIRPORT,US,GA,KSBO,+32.609,-082.370,+0100.3,20110704,20240328
720952,99999,GRAY BUTTE FLD,US,CA,KGXA,+34.564,-117.675,+0920.5,20110825,20240404
720954,00456,ALAMINOS CANYON,US,TX,KHHV,+26.933,-094.683,+0025.3,20110824,20240405
720961,00336,LOGANSPORT CASS COUNTY AIRPORT,US,IN,KGGP,+40.711,-086.375,+0225.3,20111028,20240405
720962,00337,HEART OF GEORGIA REGIONAL AIRPORT,US,GA,KEZM,+32.214,-083.128,+0093.3,20111102,20240405
720964,00338,TYNDALL DRONE RUNWAY,US,FL,KTDR,+30.033,-085.533,+0005.2,20120125,20240404
720965,13910,DYESS AIR FORCE BASE,US,TX,KDYS,+32.433,-099.850,+0545.0,20050103,20240405
720966,00339,GRIFFIN SPALDING COUNTY AIRPORT,US,GA,K6A2,+33.227,-084.275,+0292.3,20111118,20240405
720967,00457,FALSE RIVER REGIONAL AIRPORT,US,LA,KHZR,+30.718,-091.479,+0012.2,20111221,20240405
720968,00340,SILER CITY MUNICIPAL AIRPORT,US,NC,K5W8,+35.704,-079.504,+0187.2,20111215,20240404
720971,00342,SOUTH PASS,US,WY,KFWZ,+42.517,-108.783,+2588.1,20120130,20240217
720972,99999,ST MARY HOSPITAL HELIPORT,US,MN,,+44.017,-092.483,+0355.0,20111201,20240404
720974,00344,WINCHESTER MUNICIPAL AIRPORT,US,TN,KBGF,+35.178,-086.066,+0298.1,20120209,20240405
720977,99999,ALPHA (BURNS),US,WY,,+41.333,-104.267,+1667.3,20130226,20240404
720979,99999,CHARLIE (GERING),US,NE,,+41.583,-103.667,+1371.0,20130226,20240404
720981,99999,DELTA (KIMBALL),US,NE,,+41.367,-103.800,+1546.0,20130731,20240105
720982,99999,ECHO (PINE BLUFFS),US,NE,,+41.117,-103.983,+1609.3,20131218,20240404
720985,99999,HOTEL (GURLEY),US,NE,,+41.317,-102.833,+1262.8,20130816,20240404
720986,99999,INDIA (SIDNEY),US,NE,,+41.050,-102.867,+1293.0,20130828,20240404
720987,99999,JULIET (PEETZ),US,CO,K1JW,+40.967,-103.200,+1380.1,20130829,20240404
720991,99999,MIKE (HAXTUN),US,CO,K1MW,+40.700,-103.483,+1336.2,20120702,20240404
720993,99999,OSCAR (GROVER),US,CO,K1OW,+40.883,-104.000,+1649.0,20130226,20240404
720994,99999,ALPHA (RAYNESFORD),US,MT,K1AM,+47.283,-110.800,+1219.2,20131025,20240404
720996,99999,CHARLIE (STANFORD),US,MT,K1CM,+47.100,-110.167,+1336.6,20120601,20240404
720997,99999,DELTA (DENTON),US,MT,K1DM,+47.383,-109.817,+1093.3,20131025,20240404
720998,99999,ECHO (WINIFRED),US,MT,K1EM,+47.450,-109.417,+1116.5,20120717,20240404
720999,99999,FOXTROT (AUGUSTA),US,MT,K1FM,+47.600,-112.317,+1343.3,20120614,20240404
721001,99999,GOLF (SIMMS),US,MT,K1GM,+47.333,-112.100,+1310.6,20131025,20240404
721002,99999,HOTEL (FAIRFIELD),US,MT,K1HM,+47.700,-111.950,+1178.7,20130625,20240404
721003,99999,INDIA (ULM),US,MT,K1IM,+47.317,-111.467,+1108.0,20120920,20240404
721004,99999,JULIE (POWER),US,MT,K1JM,+47.750,-111.550,+1152.1,20120504,20240404
721005,99999,KILO (HARLOWTOWN),US,MT,K1KM,+46.450,-109.800,+1329.8,20120921,20240404
721006,99999,LIMA (JUDITH GAP),US,MT,K1LM,+46.700,-109.733,+1414.3,20120607,20240404
721007,99999,MIKE (MOORE),US,MT,K1MM,+47.017,-109.633,+1256.1,20120614,20240404
721008,99999,NOVEMBER (GRASS RANGE),US,MT,K1NM,+47.067,-109.033,+1161.3,20120619,20240404
721009,99999,OSCAR (ROY),US,MT,K1OM,+47.333,-108.933,+1086.0,20131025,20240404
721012,99999,BRAVO (VELVA),US,ND,,+47.909,-100.927,+0588.6,20121030,20240301
721013,99999,CHARLIE (RUSO),US,ND,,+47.714,-101.010,+0598.6,20120926,20240404
721014,99999,DELTA (MAX),US,ND,,+47.795,-101.299,+0631.6,20121031,20240404
721015,99999,ECHO (RYDER),US,ND,,+47.751,-101.674,+0640.7,20121101,20240404
721016,99999,FOXTROT (RYDER 2),US,ND,,+47.896,-101.674,+0619.4,20120821,20240404
721017,99999,GOLF (PLAZA),US,ND,,+48.120,-101.960,+0643.7,20121024,20240404
721018,99999,HOTEL (PARSHALL),US,ND,,+47.974,-102.223,+0578.2,20120821,20240404
721019,99999,INDIA (PALERMO),US,ND,,+48.345,-102.304,+0678.2,20120823,20240404
721021,99999,JULIET (DONNYBROOK),US,ND,,+48.412,-101.892,+0670.3,20121002,20240404
721022,99999,KILO (DONNYBROOK 2),US,ND,,+48.551,-102.120,+0693.4,20120927,20240404
721023,99999,LIMA (BOWBELLS),US,ND,,+48.789,-102.269,+0601.1,20121023,20240402
721024,99999,MIKE (KENMARE),US,ND,,+48.673,-101.882,+0569.4,20120925,20240404
721025,99999,NOVEMBER (MOHALL),US,ND,,+48.760,-101.592,+0516.0,20121023,20240404
721026,99999,OSCAR (ANTLER),US,ND,,+48.825,-101.283,+0466.3,20120926,20240324
721028,99999,MIDDLEBURY STATE AIRPORT,US,VT,,+43.985,-073.095,+0149.4,20120227,20240404
721029,00347,LA PORTE MUNICIPAL AIRPORT,US,IN,KPPO,+41.572,-086.735,+0247.2,20120402,20240405
721031,00348,TULLAHOMA REGIONAL AIRPORT WILLIAM NORTHERN FIELD,US,TN,KTHA,+35.380,-086.246,+0330.1,20120408,20240405
721033,00350,FITZGERALD MUNICIPAL AIRPORT,US,GA,KFZG,+31.684,-083.270,+0111.3,20120620,20240405
721034,00351,CAMERON MUNICIPAL AIRPORT,US,TX,KT35,+30.879,-096.971,+0123.1,20120501,20240405
721035,00352,HAZLEHURST AIRPORT,US,GA,KAZE,+31.885,-082.647,+0078.0,20120705,20240405
721036,00353,BOYSEN THERMOPOL,US,WY,KTBX,+43.467,-108.389,+2225.0,20120806,20240405
721041,99999,MARCO ISLAND,US,FL,KMKY,+25.995,-081.673,+0001.5,20120726,20240404
721042,00486,ZEPHYRHILLS MUNICIPAL AIRPORT,US,FL,KZPH,+28.228,-082.156,+0027.4,20120813,20240405
721043,99999,ATHENS MUNI,US,TX,KF44,+32.164,-095.828,+0135.3,20120813,20240404
721044,00448,RALPH M HALL ROCKWALL MUNICIPAL AIRPORT,US,TX,KF46,+32.931,-096.435,+0175.3,20120813,20240405
721045,00354,MIDWEST NATIONAL AIR CENTER AIRPORT,US,MO,KGPH,+39.332,-094.310,+0237.1,20120821,20240405
721048,00471,PRESIDIO LELY INTERNATIONAL AIRPORT,US,TX,KPRS,+29.634,-104.361,+0896.1,20130731,20240405
722003,54930,STANTON AIRFIELD,US,MN,KSYN,+44.476,-093.016,+0280.4,20060101,20240405
722004,54922,HARRY STERN AIRPORT,US,ND,KBWP,+46.244,-096.607,+0295.1,20060101,20240405
722005,99999,COFFEY CO,US,KS,KUKL,+38.302,-095.725,+0357.5,20050427,20240404
722006,54926,QUENTIN AANENSON FIELD AIRPORT,US,MN,KLYV,+43.621,-096.216,+0436.2,20060101,20240405
722007,54828,TUSCOLA AREA AIRPORT,US,MI,KCFS,+43.459,-083.446,+0213.7,20050201,20240406
722008,12995,MUSTANG BEACH AIRPORT,US,TX,KRAS,+27.812,-097.089,+0001.5,20060101,20240405
722010,12836,KEY WEST INTERNATIONAL AIRPORT,US,FL,KEYW,+24.557,-081.755,+0000.3,19730101,20240405
722011,92813,KISSIMMEE GATEWAY AIRPORT,US,FL,KISM,+28.290,-081.437,+0025.0,20060101,20240405
722014,12818,HERNANDO COUNTY AIRPORT,US,FL,KBKV,+28.474,-082.454,+0019.7,20060101,20240405
722015,12850,KEY WEST NAS,US,FL,KNQX,+24.583,-081.683,+0001.8,19730101,20240405
722016,12896,THE FL KEYS MARATHON ARPT,US,FL,KMTH,+24.726,-081.048,+0000.9,20060101,20240405
722020,12839,MIAMI INTERNATIONAL AIRPORT,US,FL,KMIA,+25.788,-080.317,+0001.4,19730101,20240405
722021,92816,VANDENBERG AIRPORT,US,FL,KVDF,+28.014,-082.345,+0006.7,20050101,20240323
722022,12803,BOCA RATON AIRPORT,US,FL,KBCT,+26.378,-080.108,+0004.0,20060101,20240405
722024,12882,OPA LOCKA AIRPORT,US,FL,KOPF,+25.910,-080.283,+0001.3,20060101,20240405
722026,12826,HOMESTEAD AFB AIRPORT,US,FL,KHST,+25.483,-080.383,+0001.5,19430201,20240405
722029,12888,KENDALL-TAMIAMI EXEC ARPT,US,FL,KTMB,+25.642,-080.435,+0001.8,20060101,20240406
722030,12844,PALM BEACH INTERNATIONAL AIRPORT,US,FL,KPBI,+26.685,-080.099,+0003.5,19430206,20240405
722031,63839,FOLSOM FIELD AP,US,AL,K3A1,+34.269,-086.858,+0293.5,20060101,20240404
722032,54916,WASECA MUNICIPAL AIRPORT,US,MN,KACQ,+44.074,-093.553,+0343.2,20060101,20240405
722033,04999,GRANITE FALLS MUNI ARPT/LENZEN-ROE MEMORIAL FIELD,US,MN,KGDB,+44.753,-095.556,+0319.1,20060101,20240405
722034,12812,CHARLOTTE COUNTY AIRPORT,US,FL,KPGD,+26.918,-081.994,+0006.1,20060101,20240405
722037,92809,NORTH PERRY AIRPORT,US,FL,KHWO,+26.000,-080.241,+0001.9,20060101,20240405
722038,12897,NAPLES MUNICIPAL AIRPORT,US,FL,KAPF,+26.155,-081.775,+0002.0,19990101,20240405
722039,12885,FT LAUDER EXECUTIVE ARPT,US,FL,KFXE,+26.199,-080.178,+0003.5,20060101,20240405
722040,12838,MELBOURNE INTL AP,US,FL,KMLB,+28.100,-080.636,+0006.7,19741113,20240405
722041,12993,SOUTH LAFOURCHE AIRPORT,US,LA,KGAO,+29.445,-090.261,+0000.3,20060119,20240405
722042,53978,WOOD COUNTY AIRPORT MINEOLA,US,TX,KJDD,+32.742,-095.496,+0132.3,20060101,20240405
722044,53930,ADA MUNICIPAL AIRPORT,US,OK,KADH,+34.804,-096.671,+0309.7,20060101,20240405
722046,12898,SPACE COAST REGIONAL AIRPORT,US,FL,KTIX,+28.517,-080.800,+0010.7,20060101,20240405
722049,92805,POMPANO BEACH AIRPARK ARPT,US,FL,KPMP,+26.246,-080.111,+0004.6,20060101,20240405
722050,12815,ORLANDO INTERNATIONAL AIRPORT,US,FL,KMCO,+28.418,-081.324,+0027.1,19520507,20240405
722052,53933,ALVA REGIONAL AIRPORT,US,OK,KAVK,+36.773,-098.670,+0449.3,20060101,20240405
722053,12841,EXECUTIVE AIRPORT,US,FL,KORL,+28.547,-081.335,+0031.7,19900208,20240405
722054,53959,WEST MEMPHIS MUNICIPAL APT,US,AR,KAWM,+35.140,-090.236,+0063.7,20050101,20240405
722055,12861,OCALA INTERNATIONAL AIRPORT-JIM TAYLOR FIELD,US,FL,KOCF,+29.167,-082.233,+0026.5,20060101,20240405
722057,12854,ORLANDO SANFORD AIRPORT,US,FL,KSFB,+28.780,-081.244,+0014.9,19730101,20240405
722059,04866,BURLINGTON MUNICIPAL ARPT,US,WI,KBUU,+42.690,-088.304,+0237.4,20060101,20240405
722060,13889,JACKSONVILLE INTERNATIONAL AIRPORT,US,FL,KJAX,+30.495,-081.694,+0007.2,19480101,20240405
722061,03038,COPPER MOUNTAIN,US,CO,KCCU,+39.467,-106.150,+3680.2,20060101,20240405
722062,63842,DOUGLAS MUNICIPAL AIRPORT,US,GA,KDQH,+31.477,-082.861,+0078.3,20060101,20240405
722065,93837,JACKSONVILLE NAS,US,FL,KNIP,+30.233,-081.667,+0006.1,19730101,20240405
722066,03853,MAYPORT NAF,US,FL,KNRB,+30.400,-081.417,+0004.9,19730101,20240405
722067,63823,CECIL FIELD AIRPORT,US,FL,KVQQ,+30.219,-081.876,+0024.7,20060101,20240405
722069,53853,DESTIN-FT.WALTON BEACH APT,US,FL,KDTS,+30.393,-086.467,+0005.4,20060101,20240405
722070,03822,SAVANNAH/HILTON HEAD INTL AIRPORT,US,GA,KSAV,+32.131,-081.202,+0008.7,19480101,20240405
722071,53935,CHICKASHA MUNICIPAL ARPT,US,OK,KCHK,+35.096,-097.966,+0350.5,20060101,20240405
722073,03727,SAMPSON COUNTY AIRPORT,US,NC,KCTZ,+34.976,-078.364,+0045.1,20060101,20240405
722074,63840,CARMI MINICIPAL AIRPORT,US,IL,KCUL,+38.089,-088.123,+0118.3,20060101,20240405
722075,04871,DE KALB TAYLOR MUNI ARPT,US,IL,KDKB,+41.932,-088.708,+0278.9,20060101,20240405
722076,94891,VERMILION COUNTY AIRPORT,US,IL,KDNV,+40.200,-087.600,+0202.4,20060101,20240405
722078,53938,HALLIBURTON FIELD AIRPORT,US,OK,KDUC,+34.471,-097.951,+0339.2,20060101,20240405
722079,53888,DAVIDSON COUNTY AIRPORT,US,NC,KEXX,+35.781,-080.304,+0223.4,20060101,20240405
722080,13880,CHARLESTON AFB/INTERNATIONAL AIRPORT,US,SC,KCHS,+32.899,-080.041,+0011.8,19450101,20240405
722081,13730,FREDERICK MUNICIPAL ARPT,US,MD,KFDK,+39.417,-077.383,+0092.4,20050101,20240405
722082,04876,ALBERTUS AIRPORT,US,IL,KFEP,+42.246,-089.582,+0261.8,20060101,20240405
722085,93831,BEAUFORT MCAS,US,SC,KNBC,+32.483,-080.717,+0011.3,19450401,20240405
